SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,2050 Jamieson Ave #1407,Alexandria,VA,22314,599900,2,1,THE JAMIESON,1084,,2008,16,553,595,Active,,,http://www.redfin.com/VA/Alexandria/2050-Jamieson-Ave-22314/unit-1407/home/12543310,BRIGHT MLS,VAAX247224,N,Y,38.803175,-77.0650186
MLS Listing,,Single Family Residential,4414 Rollingbrooke Ct,Alexandria,VA,22306,575000,5,3,FIRST ADDITION TO STONEY,2276,14331,1977,17,253,7,Active,,,http://www.redfin.com/VA/Alexandria/4414-Rollingbrooke-Ct-22306/home/9788734,BRIGHT MLS,VAFX1141198,N,Y,38.7646368,-77.109638
MLS Listing,,Condo/Co-op,4870 Eisenhower Ave #409,Alexandria,VA,22304,285000,1,1,EXCHANGE AT VAN DORN,772,,2003,17,369,376,Active,,,http://www.redfin.com/VA/Alexandria/4870-Eisenhower-Ave-22304/unit-409/home/11878738,BRIGHT MLS,VAAX248412,N,Y,38.8010806,-77.1197906
MLS Listing,,Condo/Co-op,2121 Jamieson Ave #611,Alexandria,VA,22314,599900,2,2,CARLYLE TOWERS CONDOMINIUM,1221,,1997,17,491,685,Active,,,http://www.redfin.com/VA/Alexandria/2121-Jamieson-Ave-22314/unit-611/home/11872355,BRIGHT MLS,VAAX248366,N,Y,38.8039283,-77.0655989
MLS Listing,,Single Family Residential,6614 Quander Rd,Alexandria,VA,22307,1200000,5,4.5,QUANDER ROAD,5392,10890,2006,17,223,,Active,,,http://www.redfin.com/VA/Alexandria/6614-Quander-Rd-22307/home/12069315,BRIGHT MLS,VAFX1141722,N,Y,38.7746172,-77.0701624
MLS Listing,,Condo/Co-op,2050 Jamieson Ave #1302,Alexandria,VA,22314,650000,2,2,THE JAMIESON,1088,,2008,17,597,595,Active,,,http://www.redfin.com/VA/Alexandria/2050-Jamieson-Ave-22314/unit-1302/home/22102365,BRIGHT MLS,VAAX248540,N,Y,38.803175,-77.0650186
MLS Listing,,Single Family Residential,3407 Woods Ave,Alexandria,VA,22302,769000,4,2,WOODS,2104,8512,1964,17,365,,Active,,,http://www.redfin.com/VA/Alexandria/3407-Woods-Ave-22302/home/11851556,BRIGHT MLS,VAAX248348,N,Y,38.8249578,-77.0876763
MLS Listing,,Single Family Residential,3103 Spring Dr,Alexandria,VA,22306,699900,4,3.5,VALLEY VIEW,2689,11425,2009,17,260,,Active,August-2-2020 02:00 PM,August-2-2020 04:00 PM,http://www.redfin.com/VA/Alexandria/3103-Spring-Dr-22306/home/22588245,BRIGHT MLS,VAFX1140400,N,Y,38.7641942,-77.0848212
MLS Listing,,Single Family Residential,6402 Holyoke Dr,Annandale,VA,22003,535000,3,2,MOUNT PLEASANT CIRCLE,1080,7535,1980,17,495,,Active,,,http://www.redfin.com/VA/Annandale/6402-Holyoke-Dr-22003/home/9722982,BRIGHT MLS,VAFX1141630,N,Y,38.8317934,-77.1571667
MLS Listing,,Condo/Co-op,307 Yoakum Pkwy #310,Alexandria,VA,22304,280000,2,1.5,WATERGATE AT LANDMARK,1211,,1977,18,231,900,Active,,,http://www.redfin.com/VA/Alexandria/307-Yoakum-Pkwy-22304/unit-310/home/11859582,BRIGHT MLS,VAAX248272,N,Y,38.8086035,-77.1433718
MLS Listing,,Condo/Co-op,6230 Edsall Rd #402,Alexandria,VA,22312,299999,2,2,EDSALL TERRACE,1036,,1974,18,290,356,Active,,,http://www.redfin.com/VA/Alexandria/6230-Edsall-Rd-22312/unit-402/home/11855013,BRIGHT MLS,VAAX248100,N,Y,38.8055089,-77.1416244
MLS Listing,,Single Family Residential,3809 Colonial Ave,Alexandria,VA,22309,1395000,5,5.5,COLONIAL ACRES,5843,23000,2009,18,239,,Active,,,http://www.redfin.com/VA/Alexandria/3809-Colonial-Ave-22309/home/9826217,BRIGHT MLS,VAFX1141602,N,Y,38.7188188,-77.098579
MLS Listing,,Single Family Residential,510 Hammonds Ct,Alexandria,VA,22314,1795000,3,3,OLD TOWN ALEXANDRIA,2205,1980,1850,19,814,,Active,,,http://www.redfin.com/VA/Alexandria/510-Hammonds-Ct-22314/home/113608551,BRIGHT MLS,VAAX248442,N,Y,38.8064625,-77.0449325
MLS Listing,,Condo/Co-op,6607 Potomac Ave Unit C2,Alexandria,VA,22307,279000,2,1,BELLE VIEW CONDO,768,,1950,19,363,363,Active,,,http://www.redfin.com/VA/Alexandria/6607-Potomac-Ave-22307/unit-C2/home/143381699,BRIGHT MLS,VAFX1141044,N,Y,38.7742893,-77.0568479
MLS Listing,,Condo/Co-op,400 Madison St #1306,Alexandria,VA,22314,1150000,2,2.5,ALEXANDRIA HOUSE,1770,,1975,19,650,1510,Active,,,http://www.redfin.com/VA/Alexandria/400-Madison-St-22314/unit-1306/home/28607312,BRIGHT MLS,VAAX247724,N,Y,38.8121304,-77.0422223
MLS Listing,,Single Family Residential,109 Franklin St,Alexandria,VA,22314,1295000,3,3.5,POMMANDER,2335,1623,1880,20,555,,Active,August-2-2020 01:00 PM,August-2-2020 03:00 PM,http://www.redfin.com/VA/Alexandria/109-Franklin-St-22314/home/11842517,BRIGHT MLS,VAAX248296,N,Y,38.797619,-77.042084
MLS Listing,,Condo/Co-op,3705 S George Mason Dr Unit 714S,Falls Church,VA,22041,329000,2,2,SKYLINE PLAZA SOUTH COND,1372,,1975,21,240,721,Active,,,http://www.redfin.com/VA/Falls-Church/3705-S-George-Mason-Dr-22041/unit-714S/home/9658111,BRIGHT MLS,VAFX1139278,N,Y,38.84292,-77.1137662
MLS Listing,,Condo/Co-op,5250 Valley Forge Dr Ph 807,Alexandria,VA,22304,399900,2,2,WAPLETON,1387,,1966,21,288,959,Active,August-2-2020 12:00 PM,August-2-2020 02:00 PM,http://www.redfin.com/VA/Alexandria/5250-Valley-Forge-Dr-22304/unit-807/home/11854620,BRIGHT MLS,VAAX248374,N,Y,38.8106781,-77.1235688
MLS Listing,,Condo/Co-op,6101 Edsall Rd #1807,Alexandria,VA,22304,449900,3,2.5,ALEXANDRIA KNOLLS,1961,,1975,21,229,1239,Active,,,http://www.redfin.com/VA/Alexandria/6101-Edsall-Rd-22304/unit-1807/home/11854970,BRIGHT MLS,VAAX248372,N,Y,38.8087889,-77.1379397
MLS Listing,,Condo/Co-op,60 S Van Dorn St #402,Alexandria,VA,22304,245000,2,2,TWENTY-ONE,1182,,2005,21,207,701,Active,,,http://www.redfin.com/VA/Alexandria/60-S-Van-Dorn-St-22304/unit-402/home/11879987,BRIGHT MLS,VAAX248364,N,Y,38.8127036,-77.1276629
MLS Listing,,Single Family Residential,1210 Croton Dr,Alexandria,VA,22308,689900,3,2,WAYNEWOOD,1118,10694,1962,22,617,,Active,August-2-2020 01:00 PM,August-2-2020 03:00 PM,http://www.redfin.com/VA/Alexandria/1210-Croton-Dr-22308/home/9820468,BRIGHT MLS,VAFX1140150,N,Y,38.7297529,-77.0548048
MLS Listing,,Townhouse,8100 Zoe Pl,Alexandria,VA,22306,908990,4,3.5,POTOMAC TERRACE,2850,3175,2019,22,319,112,Active,,,http://www.redfin.com/VA/Community/8100-Zoe-Pl-22306/home/171420881,BRIGHT MLS,VAFX1140662,N,Y,38.738274,-77.076248
MLS Listing,,Townhouse,8560 Wyngate Manor Ct,Alexandria,VA,22309,590000,3,4,WYNGATE,2200,1837,2004,22,268,99,Active,,,http://www.redfin.com/VA/Alexandria/8560-Wyngate-Manor-Ct-22309/home/9848251,BRIGHT MLS,VAFX1140636,N,Y,38.7237759,-77.1162909
MLS Listing,,Townhouse,135 Cameron Station Blvd,Alexandria,VA,22304,678000,3,3.5,CAMERON STATION,2110,1072,1999,22,321,130,Active,,,http://www.redfin.com/VA/Alexandria/135-Cameron-Station-Blvd-22304/home/11874132,BRIGHT MLS,VAAX248328,N,Y,38.8108475,-77.1197184
MLS Listing,,Single Family Residential,1802 Olive Ct,Alexandria,VA,22308,1329000,4,4.5,Alexandria,5146,11008,2020,22,258,50,Active,,,http://www.redfin.com/VA/Alexandria/1802-Olive-CT-22308/home/172438813,BRIGHT MLS,VAFX1140004,N,Y,38.73452576,-77.06133643
MLS Listing,,Condo/Co-op,3650 S Glebe Rd #363,Arlington,VA,22202,600000,2,2,ECLIPSE ON CENTER PARK,1269,,2006,22,473,647,Active,,,http://www.redfin.com/VA/Arlington/3650-S-Glebe-Rd-22202/unit-363/home/16896646,BRIGHT MLS,VAAR164736,N,Y,38.8420971,-77.0511763
MLS Listing,,Condo/Co-op,6641 Wakefield Dr #902,Alexandria,VA,22307,270000,3,2,RIVER TOWERS,1362,,1963,22,198,972,Active,,,http://www.redfin.com/VA/Alexandria/6641-Wakefield-Dr-22307/unit-902/home/9794105,BRIGHT MLS,VAFX1140366,N,Y,38.77217,-77.058763
MLS Listing,,Townhouse,109 E Reed Ave,Alexandria,VA,22305,480000,2,1,BEAUMONT,680,3683,1952,23,706,,Active,August-2-2020 01:00 PM,August-2-2020 03:00 PM,http://www.redfin.com/VA/Alexandria/109-E-Reed-Ave-22305/home/11845432,BRIGHT MLS,VAAX247888,N,Y,38.836783,-77.053502
MLS Listing,,Single Family Residential,3810 Colonial Ave,Alexandria,VA,22309,879500,6,4,MOUNT VERNON WALK,4385,15000,1999,23,201,25,Active,August-2-2020 02:00 PM,August-2-2020 04:00 PM,http://www.redfin.com/VA/Alexandria/3810-Colonial-Ave-22309/home/9826788,BRIGHT MLS,VAFX1139832,N,Y,38.7193547,-77.0981519
MLS Listing,,Condo/Co-op,801 S Pitt St #332,Alexandria,VA,22314,439900,1,1,ST ASAPH SQUARE,826,,1982,23,533,623,Active,,,http://www.redfin.com/VA/Alexandria/801-S-Pitt-St-22314/unit-332/home/11866269,BRIGHT MLS,VAAX247608,N,Y,38.7967392,-77.0466119
MLS Listing,,Single Family Residential,2308 Fort Dr,Alexandria,VA,22303,569000,5,3,FAIR HAVEN,1643,6605,1942,23,346,,Active,,,http://www.redfin.com/VA/Alexandria/2308-Fort-Dr-22303/home/9761917,BRIGHT MLS,VAFX1139746,N,Y,38.7852713,-77.0730735
MLS Listing,,Condo/Co-op,75 S Reynolds St #201,Alexandria,VA,22304,245000,2,2,TWENTY-ONE,1182,,1963,24,207,661,Active,,,http://www.redfin.com/VA/Alexandria/75-S-Reynolds-St-22304/unit-201/home/11879850,BRIGHT MLS,VAAX248144,N,Y,38.8123708,-77.126107
MLS Listing,,Single Family Residential,4235 Corcoran St,Alexandria,VA,22309,514000,5,2,FAIRFIELD,2288,10790,1967,24,225,,Active,,,http://www.redfin.com/VA/Alexandria/4235-Corcoran-St-22309/home/9811142,BRIGHT MLS,VAFX1140134,N,Y,38.7439062,-77.1089862
MLS Listing,,Townhouse,211 S Fayette St Unit 1/2,Alexandria,VA,22314,825000,3,2,PORT CITY MEWS,1344,845,1978,24,614,,Active,August-2-2020 02:00 PM,August-2-2020 05:00 PM,http://www.redfin.com/VA/Alexandria/211-S-Fayette-St-22314/unit-1-2/home/11862059,BRIGHT MLS,VAAX247800,N,Y,38.8041864,-77.0529609
MLS Listing,,Condo/Co-op,3600 S Glebe Rd S Unit 428W,Arlington,VA,22202,499900,1,1,ECLIPSE ON CENTER PARK,871,,2006,24,574,398,Active,August-2-2020 12:00 PM,August-2-2020 03:00 PM,http://www.redfin.com/VA/Arlington/3600-S-Glebe-Rd-22202/unit-428W/home/12042686,BRIGHT MLS,VAAR164042,N,Y,38.8421491,-77.0516341
MLS Listing,,Townhouse,6155 Olivet Dr,Alexandria,VA,22315,798000,3,3,CREST OF ALEXANDRIA,3100,2100,2018,25,257,195,Active,August-2-2020 01:00 PM,August-2-2020 04:00 PM,http://www.redfin.com/VA/Kingstowne/6155-Olivet-Dr-22315/home/167781829,BRIGHT MLS,VAFX1139398,N,Y,38.744132,-77.153991
MLS Listing,,Single Family Residential,5704 Glenwood Ct,Alexandria,VA,22310,610000,6,1.5,CLERMONT,2594,19513,1956,25,235,,Active,,,http://www.redfin.com/VA/Alexandria/5704-Glenwood-Ct-22310/home/9755384,BRIGHT MLS,VAFX1136182,N,Y,38.7965106,-77.1144185
MLS Listing,,Townhouse,117 Prince St,Alexandria,VA,22314,2595000,5,5.5,OLD TOWN ALEXANDRIA,5100,2504,1780,25,509,,Active,,,http://www.redfin.com/VA/Alexandria/117-Prince-St-22314/home/11842728,BRIGHT MLS,VAAX248166,N,Y,38.803437,-77.041168
MLS Listing,,Condo/Co-op,1200 Braddock Pl #211,Alexandria,VA,22314,525000,2,1.5,BRADDOCK PLACE,1003,,1990,25,523,617,Active,,,http://www.redfin.com/VA/Alexandria/1200-Braddock-Pl-22314/unit-211/home/11870271,BRIGHT MLS,VAAX248000,N,Y,38.814744,-77.0505027
MLS Listing,,Condo/Co-op,4551 Strutfield Ln #4417,Alexandria,VA,22311,373999,2,2,PALAZZO AT PARK CENTER,963,,2000,25,388,418,Active,,,http://www.redfin.com/VA/Alexandria/4551-Strutfield-Ln-22311/unit-4417/home/11877847,BRIGHT MLS,VAAX248162,N,Y,38.8358678,-77.1059374
MLS Listing,,Condo/Co-op,915 N Patrick St #202,Alexandria,VA,22314,525000,2,1.5,OLD TOWN COMMONS,1079,,2014,25,487,521,Active,,,http://www.redfin.com/VA/Alexandria/915-N-Patrick-St-22314/unit-202/home/101387838,BRIGHT MLS,VAAX247946,N,Y,38.8150183,-77.0480478
MLS Listing,,Single Family Residential,4512 Dolphin Ln,Alexandria,VA,22309,1397000,3,3,YACHT HAVEN ESTATES,4057,27291,1959,26,344,,Active,,,http://www.redfin.com/VA/Alexandria/4512-Dolphin-Ln-22309/home/9827048,BRIGHT MLS,VAFX1138036,N,Y,38.7024319,-77.1118856
MLS Listing,,Single Family Residential,1431 Janneys Ln,Alexandria,VA,22302,1244000,3,2,JANNEYS LANE,2280,20004,1963,26,546,,Active,,,http://www.redfin.com/VA/Alexandria/1431-Janneys-Ln-22302/home/11851490,BRIGHT MLS,VAAX248154,N,Y,38.8176041,-77.0887553
MLS Listing,,Single Family Residential,2700 Davis Ave,Alexandria,VA,22302,849900,4,2,BRADDOCK HEIGHTS,1812,5750,1950,26,469,,Active,,,http://www.redfin.com/VA/Alexandria/2700-Davis-Ave-22302/home/11849861,BRIGHT MLS,VAAX248134,N,Y,38.828821,-77.075238
MLS Listing,,Townhouse,120 N Union St,Alexandria,VA,22314,819900,3,3.5,TORPEDO FACTORY,1646,,1985,26,498,725,Active,,,http://www.redfin.com/VA/Alexandria/120-N-Union-St-22314/home/11869156,BRIGHT MLS,VAAX248142,N,Y,38.805021,-77.040723
MLS Listing,,Condo/Co-op,719 S Saint Asaph St #208,Alexandria,VA,22314,260000,1,1,BEARINGS NORTH,467,,1942,27,557,332,Active,,,http://www.redfin.com/VA/Alexandria/719-S-St-Asaph-St-22314/unit-208/home/11878772,BRIGHT MLS,VAAX248018,N,Y,38.7974338,-77.0480084
MLS Listing,,Single Family Residential,5028 25th St S,Arlington,VA,22206,799000,4,4,CLAREMONT,2651,6001,1947,28,301,,Active,,,http://www.redfin.com/VA/Arlington/5028-25th-St-S-22206/home/11266058,BRIGHT MLS,VAAR165442,N,Y,38.8424141,-77.1061541
MLS Listing,,Condo/Co-op,6301 Edsall Rd #424,Alexandria,VA,22312,459000,2,2,ISABELLA AT MONTICELLO M,1548,,2012,29,297,848,Active,,,http://www.redfin.com/VA/Alexandria/6301-Edsall-Rd-22312/unit-424/home/50277958,BRIGHT MLS,VAFX1138556,N,Y,38.8005144,-77.144193
MLS Listing,,Condo/Co-op,711 Massey Ln Unit A,Alexandria,VA,22314,605900,2,2,OLD TOWN GREENS,1216,,2000,30,498,430,Active,,,http://www.redfin.com/VA/Alexandria/711-Massey-Ln-22314/unit-A/home/22670692,BRIGHT MLS,VAAX247676,N,Y,38.8221807,-77.0455061
MLS Listing,,Condo/Co-op,7509 Ashby Ln Unit H,Alexandria,VA,22315,249950,1,1,STRATFORD PLACE AT KINGS,894,,1990,30,280,286,Active,,,http://www.redfin.com/VA/Alexandria/7509-Ashby-Ln-22315/unit-H/home/9786144,BRIGHT MLS,VAFX1138306,N,Y,38.752862,-77.149516
MLS Listing,,Condo/Co-op,2500 N Van Dorn St #612,Alexandria,VA,22302,144500,0,1,PARK PLACE,471,,1965,30,307,493,Active,,,http://www.redfin.com/VA/Alexandria/2500-N-Van-Dorn-St-22302/unit-612/home/11867833,BRIGHT MLS,VAAX247788,N,Y,38.8328048,-77.0998081
MLS Listing,,Townhouse,403 Oronoco St,Alexandria,VA,22314,1134000,3,3.5,CHATHAM SQUARE,2371,760,2005,30,478,174,Active,,,http://www.redfin.com/VA/Alexandria/403-Oronoco-St-22314/home/11877185,BRIGHT MLS,VAAX247818,N,Y,38.8093459,-77.0428074
MLS Listing,,Single Family Residential,102 N Quaker Ln,Alexandria,VA,22304,1450000,4,4,ARELL COURT,3381,35529,1939,30,429,,Active,,,http://www.redfin.com/VA/Alexandria/102-N-Quaker-Ln-22304/home/11870980,BRIGHT MLS,VAAX247934,N,Y,38.8103263,-77.0911495
MLS Listing,,Condo/Co-op,6610 Wakefield Dr E Unit C1,Alexandria,VA,22307,295000,2,1,BELLE VIEW,785,,1950,31,376,371,Active,August-2-2020 02:00 PM,August-2-2020 04:00 PM,http://www.redfin.com/VA/Alexandria/6610-E-Wakefield-Dr-22307/unit-C1/home/9794620,BRIGHT MLS,VAFX1138324,N,Y,38.7744362,-77.0563589
MLS Listing,,Single Family Residential,6361 Edsall Rd,Alexandria,VA,22312,540000,4,2,BREN MAR PARK,1900,9100,1954,31,284,,Active,August-2-2020 12:00 PM,August-2-2020 02:00 PM,http://www.redfin.com/VA/Alexandria/6361-Edsall-Rd-22312/home/9750585,BRIGHT MLS,VAFX1135680,N,Y,38.8030469,-77.1502465
MLS Listing,,Single Family Residential,612 Duke St,Alexandria,VA,22314,848000,2,1,OLD TOWN SE QUADRANT,1340,1781,1900,31,633,,Active,,,http://www.redfin.com/VA/Alexandria/612-Duke-St-22314/home/17062001,BRIGHT MLS,VAAX245854,N,Y,38.8025852,-77.0469341
MLS Listing,,Townhouse,302 S Union St,Alexandria,VA,22314,1899000,3,3.5,ROBINSON LANDING,2371,887,2019,31,801,417,Active,,,http://www.redfin.com/VA/Alexandria/302-S-Union-St-22314/home/113546795,BRIGHT MLS,VAAX247966,N,Y,38.8017562,-77.0406316
MLS Listing,,Condo/Co-op,602 Bashford Ln #2232,Alexandria,VA,22314,289000,1,1,RIVERTON,550,,1940,31,525,409,Active,,,http://www.redfin.com/VA/Alexandria/602-Bashford-Ln-22314/unit-2232/home/11879268,BRIGHT MLS,VAAX247992,N,Y,38.8181321,-77.0425265
MLS Listing,,Condo/Co-op,6631 Wakefield Dr #708,Alexandria,VA,22307,243000,2,1.5,RIVER TOWERS CONDO,979,,1963,31,248,757,Active,,,http://www.redfin.com/VA/Alexandria/6631-Wakefield-Dr-22307/unit-708/home/9794247,BRIGHT MLS,VAFX1135450,N,Y,38.7716767,-77.0568511
MLS Listing,,Townhouse,423 Nottoway Walk,Alexandria,VA,22304,819900,3,2.5,CAMERON PARK,2562,913,2017,31,320,119,Active,,,http://www.redfin.com/VA/Alexandria/423-Nottoway-Walk-22304/home/113546773,BRIGHT MLS,VAAX247606,N,Y,38.8065585,-77.1273256
MLS Listing,,Condo/Co-op,6602 10th St Unit B1,Alexandria,VA,22307,269000,2,1,BELLE VIEW CONDO,793,,1950,31,339,360,Active,,,http://www.redfin.com/VA/Alexandria/6602-10th-St-22307/unit-B1/home/9794705,BRIGHT MLS,VAFX1138482,N,Y,38.7744942,-77.0544285
MLS Listing,,Single Family Residential,7807 Daybreak Ct,Alexandria,VA,22306,699000,5,3,HOLLIN BROOK PARK,2318,13654,1958,32,302,,Active,,,http://www.redfin.com/VA/Alexandria/7807-Daybreak-Ct-22306/home/9816822,BRIGHT MLS,VAFX1137834,N,Y,38.7454583,-77.0674868
MLS Listing,,Condo/Co-op,4860 Eisenhower Ave #475,Alexandria,VA,22304,270000,1,1,EXCHANGE AT VAN DORN,600,,2003,33,450,376,Active,,,http://www.redfin.com/VA/Alexandria/4860-Eisenhower-Ave-22304/unit-475/home/11878601,BRIGHT MLS,VAAX247932,N,Y,38.8015118,-77.1192018
MLS Listing,,Condo/Co-op,3709 S George Mason Dr #813,Falls Church,VA,22041,319000,2,2,SKYLINE HOUSE CONDO,1373,,1980,33,232,619,Active,,,http://www.redfin.com/VA/Falls-Church/3709-S-George-Mason-Dr-22041/unit-813/home/9659215,BRIGHT MLS,VAFX1137890,N,Y,38.8422614,-77.1161064
MLS Listing,,Single Family Residential,5242 Navaho Dr,Alexandria,VA,22312,1232000,4,4,LINCOLNIA PARK,4800,23469,2000,34,257,,Active,,,http://www.redfin.com/VA/Alexandria/5242-Navaho-Dr-22312/home/9724182,BRIGHT MLS,VAFX1133072,N,Y,38.8095497,-77.1553918
MLS Listing,,Townhouse,212 Prince St,Alexandria,VA,22314,1599000,3,2.5,OLD TOWN SE QUADRANT,3120,2226,1770,35,513,,Active,,,http://www.redfin.com/VA/Alexandria/212-Prince-St-22314/home/11842762,BRIGHT MLS,VAAX247554,N,Y,38.8031901,-77.0423014
MLS Listing,,Condo/Co-op,5901 Mount Eagle Dr #204,Alexandria,VA,22303,579000,2,2,MONTEBELLO CONDO,1525,,1982,35,380,977,Active,,,http://www.redfin.com/VA/Alexandria/5901-Mt-Eagle-Dr-22303/unit-204/home/9762791,BRIGHT MLS,VAFX1137728,N,Y,38.7900175,-77.0708145
MLS Listing,,Single Family Residential,8720 Plymouth Rd,Alexandria,VA,22308,1784000,5,4.5,PLYMOUTH HAVEN,6252,22499,2014,35,285,,Active,,,http://www.redfin.com/VA/Alexandria/8720-Plymouth-Rd-22308/home/9828449,BRIGHT MLS,VAFX1137686,N,Y,38.7207803,-77.0591222
MLS Listing,,Condo/Co-op,6101 Edsall Rd #212,Alexandria,VA,22304,285900,2,2,ALEXANDRIA KNOLLS,1405,,1975,35,203,910,Active,,,http://www.redfin.com/VA/Alexandria/6101-Edsall-Rd-22304/unit-212/home/11854790,BRIGHT MLS,VAAX247490,N,Y,38.8087889,-77.1379397
MLS Listing,,Single Family Residential,802 Summit Ave,Alexandria,VA,22302,1650000,6,3.5,BRADDOCK HEIGHTS,4000,10846,1940,35,413,,Active,,,http://www.redfin.com/VA/Alexandria/802-Summit-Ave-22302/home/11849858,BRIGHT MLS,VAAX246084,N,Y,38.829419,-77.075491
MLS Listing,,Condo/Co-op,1200 Braddock Pl #204,Alexandria,VA,22314,379900,1,1,BRADDOCK PLACE,680,,1990,35,559,415,Active,,,http://www.redfin.com/VA/Alexandria/1200-Braddock-Pl-22314/unit-204/home/11870264,BRIGHT MLS,VAAX247814,N,Y,38.814744,-77.0505027
MLS Listing,,Townhouse,1031 Pendleton St,Alexandria,VA,22314,1210000,3,3.5,Alexandria,2600,,2018,35,465,,Active,,,http://www.redfin.com/VA/Alexandria/1031-Pendleton-St-22314/home/113546535,BRIGHT MLS,VAAX247748,N,Y,38.8114316,-77.0498379
MLS Listing,,Single Family Residential,518 Canterbury Ln,Alexandria,VA,22314,1450000,5,3.5,MALVERN HILL,3416,20493,1967,36,424,,Active,,,http://www.redfin.com/VA/Alexandria/518-Canterbury-Ln-22314/home/11851416,BRIGHT MLS,VAAX247646,N,Y,38.8152427,-77.0874065
MLS Listing,,Townhouse,808 S Lee St,Alexandria,VA,22314,1899000,5,4.5,YATES GARDENS,3573,3260,1953,36,531,,Active,,,http://www.redfin.com/VA/Alexandria/808-S-Lee-St-22314/home/11842348,BRIGHT MLS,VAAX247754,N,Y,38.7959267,-77.0430323
MLS Listing,,Townhouse,3572 S Stafford St,Arlington,VA,22206,555000,2,2,FAIRLINGTON GLEN,1500,,1940,37,370,420,Active,,,http://www.redfin.com/VA/Arlington/3572-S-Stafford-St-22206/home/11270220,BRIGHT MLS,VAAR164416,N,Y,38.8298206,-77.0877011
MLS Listing,,Condo/Co-op,3705 George Mason Dr S Unit 1116S,Falls Church,VA,22041,250000,1,1,SKYLINE PLAZA S CONDO,952,,1975,37,263,446,Active,,,http://www.redfin.com/VA/Falls-Church/3705-S-George-Mason-Dr-22041/unit-1116S/home/9658281,BRIGHT MLS,VAFX1136746,N,Y,38.84292,-77.1137662
MLS Listing,,Single Family Residential,113 N Gladden St,Alexandria,VA,22304,829900,8,5,DALECREST,3100,5000,1957,37,268,,Active,August-2-2020 01:00 PM,August-2-2020 04:00 PM,http://www.redfin.com/VA/Alexandria/113-N-Gladden-St-22304/home/11853312,BRIGHT MLS,VAAX247200,N,Y,38.812929,-77.1026475
MLS Listing,,Condo/Co-op,706 Prince St #4,Alexandria,VA,22314,1000000,2,2,SWANN DAINGERFIELD,1755,,1802,37,570,1394,Active,,,http://www.redfin.com/VA/Alexandria/706-Prince-St-22314/unit-4/home/11860184,BRIGHT MLS,VAAX247732,N,Y,38.803716,-77.0480712
MLS Listing,,Single Family Residential,3713 Washington Woods Dr,Alexandria,VA,22309,1150000,5,3.5,WASHINGTON WOODS ON THE,4880,13101,1994,38,236,30,Active,,,http://www.redfin.com/VA/Alexandria/3713-Washington-Woods-Dr-22309/home/9827689,BRIGHT MLS,VAFX1137092,N,Y,38.7033914,-77.0974101
MLS Listing,,Townhouse,5247 Bessley Pl,Alexandria,VA,22304,889000,4,3.5,CAMERON STATION,3444,1824,2002,38,258,133,Active,,,http://www.redfin.com/VA/Alexandria/5247-Bessley-Pl-22304/home/11875246,BRIGHT MLS,VAAX247318,N,Y,38.8059641,-77.1230541
MLS Listing,,Townhouse,3230 Gunston Rd,Alexandria,VA,22302,365000,2,1,PARKFAIRFAX,930,,1941,38,392,476,Active,,,http://www.redfin.com/VA/Alexandria/3230-Gunston-Rd-22302/home/22670337,BRIGHT MLS,VAAX247686,N,Y,38.8339117,-77.0790756
MLS Listing,,Single Family Residential,3313 Arundel Ave,Alexandria,VA,22306,549714,4,2,VALLEY VIEW,2475,22276,1949,38,222,,Active,August-2-2020 02:00 PM,August-2-2020 04:00 PM,http://www.redfin.com/VA/Alexandria/3313-Arundel-Ave-22306/home/9789856,BRIGHT MLS,VAFX1132910,N,Y,38.7655546,-77.0885305
MLS Listing,,Condo/Co-op,7 Canterbury Sq #401,Alexandria,VA,22304,213000,2,1,CANTERBURY SQUARE,970,,1965,38,220,584,Active,,,http://www.redfin.com/VA/Alexandria/7-Canterbury-Sq-22304/unit-401/home/11865216,BRIGHT MLS,VAAX247712,N,Y,38.813294,-77.1221162
MLS Listing,,Townhouse,17 Groves Ave,Alexandria,VA,22305,649000,2,1,GROVES MT,935,2550,1962,39,694,,Active,,,http://www.redfin.com/VA/Alexandria/17-Groves-Ave-22305/home/11846961,BRIGHT MLS,VAAX247432,N,Y,38.829347,-77.061742
MLS Listing,,Condo/Co-op,3709 S George Mason Dr Unit 412 E,Falls Church,VA,22041,299000,2,1.5,SKYLINE HOUSE,1286,,1980,39,233,600,Active,,,http://www.redfin.com/VA/Falls-Church/3709-S-George-Mason-Dr-22041/unit-412/home/167108681,BRIGHT MLS,VAFX1136822,N,Y,38.8422539,-77.116104
