SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Townhouse,101 Cameron Mews,Alexandria,VA,22314,1300000,4,3.5,CAMERON MEWS,2450,1772,1965,2,531,83,Active,August-2-2020 01:00 PM,August-2-2020 03:00 PM,http://www.redfin.com/VA/Alexandria/101-Cameron-Mews-22314/home/11842869,BRIGHT MLS,VAAX248966,N,Y,38.805794,-77.040055
MLS Listing,,Condo/Co-op,5 Russell Rd Unit E,Alexandria,VA,22301,349900,2,1,STATION PLACE,1000,,1937,3,350,299,Active,August-2-2020 01:00 PM,August-2-2020 03:00 PM,http://www.redfin.com/VA/Alexandria/5-Russell-Rd-22301/unit-E/home/11868071,BRIGHT MLS,VAAX248982,N,Y,38.8075983,-77.0624428
MLS Listing,,Condo/Co-op,2451 Midtown Ave #217,Alexandria,VA,22303,239900,0,1,MIDTOWN ALEXANDRIA STATI,571,,2007,3,420,281,Active,,,http://www.redfin.com/VA/Alexandria/2451-Midtown-Ave-22303/unit-217/home/22960737,BRIGHT MLS,VAFX1144802,N,Y,38.7966455,-77.0743261
MLS Listing,,Condo/Co-op,49 Skyhill Rd #102,Alexandria,VA,22314,339900,3,1.5,SEMINARY WALK,1127,,1959,4,302,390,Active,,,http://www.redfin.com/VA/Alexandria/49-Skyhill-Rd-22314/unit-102/home/11867558,BRIGHT MLS,VAAX248882,N,Y,38.8078264,-77.0767982
MLS Listing,,Townhouse,402 Stanton Pl,Alexandria,VA,22304,635000,3,3,EDSALL RD T/H,2696,1632,1999,4,236,139,Active,,,http://www.redfin.com/VA/Alexandria/402-Stanton-Pl-22304/home/11873543,BRIGHT MLS,VAAX248862,N,Y,38.809257,-77.135867
MLS Listing,,Townhouse,5403 Barrister Pl,Alexandria,VA,22304,574900,3,2.5,HOLLAND TOWNE,1796,1360,1985,9,320,101,Active,August-2-2020 01:00 PM,August-2-2020 03:00 PM,http://www.redfin.com/VA/Alexandria/5403-Barrister-Pl-22304/home/11867510,BRIGHT MLS,VAAX248768,N,Y,38.8244245,-77.1219883
MLS Listing,,Townhouse,319 Cloudes Mill Dr,Alexandria,VA,22304,535000,3,3.5,MILL STREAM,2145,,1986,9,249,285,Active,,,http://www.redfin.com/VA/Alexandria/319-Cloude-s-Mill-Dr-22304/home/11869092,BRIGHT MLS,VAAX248324,N,Y,38.816021,-77.122902
MLS Listing,,Condo/Co-op,6301 Edsall Rd #518,Alexandria,VA,22312,289900,1,1,ISABELLA AT MONTICELLO M,762,,2012,10,380,417,Active,August-2-2020 01:00 PM,August-2-2020 03:00 PM,http://www.redfin.com/VA/Alexandria/6301-Edsall-Rd-22312/unit-518/home/50277787,BRIGHT MLS,VAFX1141988,N,Y,38.8005144,-77.144193
MLS Listing,,Condo/Co-op,906 S Washington St #205,Alexandria,VA,22314,280000,1,1,BEARINGS SOUTH,633,,1941,11,442,440,Active,,,http://www.redfin.com/VA/Alexandria/906-S-Washington-St-22314/unit-205/home/11878816,BRIGHT MLS,VAAX248558,N,Y,38.7954795,-77.0485341
MLS Listing,,Condo/Co-op,5300 Holmes Run Pkwy #615,Alexandria,VA,22304,349900,3,2,GREENHOUSE,1507,,1975,17,232,888,Active,,,http://www.redfin.com/VA/Alexandria/5300-Holmes-Run-Pkwy-22304/unit-615/home/11855664,BRIGHT MLS,VAAX248436,N,Y,38.8148621,-77.1222753
MLS Listing,,Condo/Co-op,3309 Wyndham Cir #3171,Alexandria,VA,22302,375000,2,2,POINTE AT PARK C,1098,,1990,23,342,459,Active,,,http://www.redfin.com/VA/Alexandria/3309-Wyndham-Cir-22302/unit-3171/home/11877077,BRIGHT MLS,VAAX248286,N,Y,38.8357133,-77.1020029
MLS Listing,,Condo/Co-op,5904 Mount Eagle Dr #305,Alexandria,VA,22303,423000,2,2,MONTEBELLO CONDO,1305,,1986,23,324,842,Active,,,http://www.redfin.com/VA/Alexandria/5904-Mt-Eagle-Dr-22303/unit-305/home/9763568,BRIGHT MLS,VAFX1139784,N,Y,38.7884021,-77.0688935
MLS Listing,,Condo/Co-op,6934-F Ellingham Cir #118,Alexandria,VA,22315,369900,2,2.5,ETON SQUARE CONDO,1415,,1991,24,261,546,Active,,,http://www.redfin.com/VA/Alexandria/6934-Ellingham-Cir-22315/unit-F/home/22011229,BRIGHT MLS,VAFX1139810,N,Y,38.767098,-77.141719
MLS Listing,,Condo/Co-op,906 S Washington St #310,Alexandria,VA,22314,275000,1,1,BEARINGS SOUTH,632,,1941,24,435,419,Active,August-2-2020 01:00 PM,August-2-2020 03:00 PM,http://www.redfin.com/VA/Alexandria/906-S-Washington-St-22314/unit-310/home/11878833,BRIGHT MLS,VAAX247998,N,Y,38.7954795,-77.0485341
MLS Listing,,Condo/Co-op,400 Cameron Station Blvd Unit G14,Alexandria,VA,22304,455000,2,2,CAMERON STATION,1096,,2007,31,415,521,Active,August-2-2020 01:00 PM,August-2-2020 03:00 PM,http://www.redfin.com/VA/Alexandria/400-Cameron-Station-Blvd-22304/unit-G14/home/17061536,BRIGHT MLS,VAAX247910,N,Y,38.8058373,-77.1252488
MLS Listing,,Townhouse,7834 Locust Leaf Ln,Alexandria,VA,22315,565000,3,3.5,HAWTHORNE SEC 2,2200,1500,2003,31,257,93,Active,,,http://www.redfin.com/VA/Alexandria/7834-Locust-Leaf-Ln-22315/home/9842137,BRIGHT MLS,VAFX1137548,N,Y,38.745408,-77.176366
Redfin Data,,Condo/Co-op,181 E Reed Ave #402,Alexandria,VA,22305,499000,2,2,Alexandria,1112,,2003,1,449,577,Pre On-Market,,,http://www.redfin.com/VA/Alexandria/181-E-Reed-Ave-22305/unit-402/home/11877938,Coming Soon,60432,N,Y,38.8368059,-77.0523442
Redfin Data,,Condo/Co-op,3428 Gunston Rd,Alexandria,VA,22302,415000,2,1,Alexandria,930,,1941,1,446,476,Pre On-Market,,,http://www.redfin.com/VA/Alexandria/3428-Gunston-Rd-22302/home/22667275,Coming Soon,60387,N,Y,38.8367174,-77.0778635
Redfin Data,,Condo/Co-op,6301 Edsall Rd #516,Alexandria,VA,22312,299900,1,1,Alexandria,867,,2012,2,346,,Pre On-Market,,,http://www.redfin.com/VA/Alexandria/6301-Edsall-Rd-22312/unit-516/home/45369610,Coming Soon,60323,N,Y,38.8005144,-77.144193
MLS Listing,,Townhouse,808 Duke St,Alexandria,VA,22314,1695000,3,2.5,OLD TOWN,2304,2300,1830,1,736,,Active,,,http://www.redfin.com/VA/Alexandria/808-Duke-St-22314/home/16848730,BRIGHT MLS,VAAX249194,N,Y,38.8028628,-77.049048
MLS Listing,,Townhouse,3926 Mariposa Pl Unit B,Alexandria,VA,22309,239500,3,2.5,SEQUOYAH CONDO,1300,,1974,1,184,522,Active,,,http://www.redfin.com/VA/Alexandria/3926-Mariposa-Pl-22309/unit-B/home/172646738,BRIGHT MLS,VAFX1144544,N,Y,38.743153,-77.099029
MLS Listing,,Condo/Co-op,3242 S 28th St #102,Alexandria,VA,22302,340000,3,2,BOLLING BROOK,1280,,1961,1,266,686,Active,,,http://www.redfin.com/VA/Alexandria/3242-S-28th-St-22302/unit-102/home/11868915,BRIGHT MLS,VAAX249204,N,Y,38.8389007,-77.1083137
MLS Listing,,Condo/Co-op,7004 Ellingham Cir #45,Alexandria,VA,22315,335000,2,2,ETON SQUARE CONDO,1053,,1991,1,318,530,Active,,,http://www.redfin.com/VA/Alexandria/7004-Ellingham-Cir-22315/unit-45/home/9784259,BRIGHT MLS,VAFX1144708,N,Y,38.7653859,-77.1399942
MLS Listing,,Townhouse,326 Cloudes Mill Dr,Alexandria,VA,22304,560000,2,3.5,MILL STREAM,1985,,1986,1,282,285,Active,,,http://www.redfin.com/VA/Alexandria/326-Cloude-s-Mill-Dr-22304/home/11869100,BRIGHT MLS,VAAX249182,N,Y,38.816021,-77.122902
MLS Listing,,Townhouse,5927 High Meadow Rd,Alexandria,VA,22310,485000,3,3.5,RUNNYMEADE SEC 2B,1512,1400,1984,1,321,72,Active,,,http://www.redfin.com/VA/Alexandria/5927-High-Meadow-Rd-22310/home/9753991,BRIGHT MLS,VAFX1145310,N,Y,38.789775,-77.142698
MLS Listing,,Single Family Residential,7042 Quander Rd,Alexandria,VA,22307,740000,3,2,BUCKNELL MANOR,2062,21001,1954,1,359,,Active,,,http://www.redfin.com/VA/Alexandria/7042-Quander-Rd-22307/home/9793328,BRIGHT MLS,VAFX1145118,N,Y,38.7641352,-77.0604264
MLS Listing,,Condo/Co-op,309 Holland Ln #215,Alexandria,VA,22314,700000,2,2,THE ROYALTON,1461,,2006,1,479,754,Active,,,http://www.redfin.com/VA/Alexandria/309-Holland-Ln-22314/unit-215/home/11880089,BRIGHT MLS,VAAX249078,N,Y,38.8038764,-77.0601988
MLS Listing,,Single Family Residential,5708 Glenwood Ct,Alexandria,VA,22310,690000,3,3,CLERMONT,2373,21201,1956,1,291,,Active,August-2-2020 01:00 PM,August-2-2020 03:00 PM,http://www.redfin.com/VA/Alexandria/5708-Glenwood-Ct-22310/home/9755382,BRIGHT MLS,VAFX1144672,N,Y,38.7964327,-77.1136613
MLS Listing,,Townhouse,4912 Waple Ln,Alexandria,VA,22304,840000,4,4.5,CAMERON STATION,2726,1669,1999,1,308,125,Active,,,http://www.redfin.com/VA/Alexandria/4912-Waple-Ln-22304/home/11873810,BRIGHT MLS,VAAX249044,N,Y,38.8108767,-77.1168303
MLS Listing,,Single Family Residential,6200 Hillvale Pl,Alexandria,VA,22307,1200000,4,3.5,BELLE HAVEN,3390,11000,1944,1,354,,Active,,,http://www.redfin.com/VA/Alexandria/6200-Hillvale-Pl-22307/home/9762142,BRIGHT MLS,VAFX1144628,N,Y,38.7830307,-77.0621803
MLS Listing,,Single Family Residential,8401 Conover Pl,Alexandria,VA,22308,775000,4,3,COLLINGWOOD ESTATES,2776,15301,1961,1,279,,Active,August-2-2020 01:00 PM,August-2-2020 04:00 PM,http://www.redfin.com/VA/Alexandria/8401-Conover-Pl-22308/home/9820797,BRIGHT MLS,VAFX1144164,N,Y,38.7295056,-77.0526011
MLS Listing,,Condo/Co-op,309 Yoakum Pkwy #1212,Alexandria,VA,22304,282500,2,2,WATERGATE AT LANDMARK,1098,,1979,1,257,794,Active,,,http://www.redfin.com/VA/Alexandria/309-Yoakum-Pkwy-22304/unit-1212/home/11863529,BRIGHT MLS,VAAX248922,N,Y,38.8080458,-77.1392472
MLS Listing,,Condo/Co-op,4850 Eisenhower Ave #413,Alexandria,VA,22304,356000,2,2,EXCHANGE AT VAN DORN,1096,,2003,1,325,488,Active,,,http://www.redfin.com/VA/Alexandria/4850-Eisenhower-Ave-22304/unit-413/home/11878410,BRIGHT MLS,VAAX248908,N,Y,38.8030258,-77.1196599
MLS Listing,,Single Family Residential,6033 Sumner Rd,Alexandria,VA,22310,889000,7,5,SUMNER WAY,5606,10508,2000,1,159,,Active,,,http://www.redfin.com/VA/Alexandria/6033-Sumner-Rd-22310/home/9831388,BRIGHT MLS,VAFX1124246,N,Y,38.7855197,-77.1268239
MLS Listing,,Condo/Co-op,279 S Pickett St #102,Alexandria,VA,22304,279000,1,1,HILLWOOD,741,,1995,1,377,216,Active,,,http://www.redfin.com/VA/Alexandria/279-S-Pickett-St-22304/unit-102/home/11870512,BRIGHT MLS,VAAX249202,N,Y,38.8088518,-77.1248894
MLS Listing,,Townhouse,4730 Earl Flanagan Way,Alexandria,VA,22309,651220,3,3.5,BLEVINS ADDITION TO SKYV,2381,1728,2020,1,274,95,Active,,,http://www.redfin.com/VA/Alexandria/4730-Earl-Flanagan-WAY-22309/home/172281144,BRIGHT MLS,VAFX1145234,N,Y,38.72748,-77.11472
MLS Listing,,Condo/Co-op,6607 Potomac Ave Unit A2,Alexandria,VA,22307,283500,2,1,BELLE VIEW CONDO,768,,1950,1,369,363,Active,,,http://www.redfin.com/VA/Alexandria/6607-Potomac-Ave-22307/unit-A2/home/9794602,BRIGHT MLS,VAFX1145220,N,Y,38.7742893,-77.0568479
MLS Listing,,Single Family Residential,85 Arell Ct,Alexandria,VA,22304,1398500,5,4.5,ALEXANDRIA,5182,18838,2006,1,270,,Active,,,http://www.redfin.com/VA/Alexandria/85-Arell-Ct-22304/home/11879545,BRIGHT MLS,VAAX248776,N,Y,38.8100235,-77.090329
MLS Listing,,Condo/Co-op,116 Roberts Ln #400,Alexandria,VA,22314,370000,2,2,FORT ELLSWORTH,1118,,1974,1,331,535,Active,August-2-2020 02:00 PM,August-2-2020 04:00 PM,http://www.redfin.com/VA/Alexandria/116-Roberts-Ln-22314/unit-400/home/11850720,BRIGHT MLS,VAAX249132,N,Y,38.8068734,-77.0703422
MLS Listing,,Townhouse,3817 White Post Ct,Alexandria,VA,22304,590000,3,3,EARLY ST VILLAGE,2206,1573,1995,1,267,133,Active,August-2-2020 02:00 PM,August-2-2020 04:00 PM,http://www.redfin.com/VA/Alexandria/3817-White-Post-Ct-22304/home/11872213,BRIGHT MLS,VAAX248548,N,Y,38.8083478,-77.0966575
MLS Listing,,Single Family Residential,4004 Carson Pl,Alexandria,VA,22304,2595000,8,8,CHELSEA,8639,28116,1968,1,300,75,Active,,,http://www.redfin.com/VA/Alexandria/4004-Carson-Pl-22304/home/11875030,BRIGHT MLS,VAAX249156,N,Y,38.8206127,-77.1003772
MLS Listing,,Single Family Residential,4520 Brookside Dr,Alexandria,VA,22312,985000,6,4.5,PINE CREST,4415,31198,2009,1,223,,Active,,,http://www.redfin.com/VA/Alexandria/4520-Brookside-Dr-22312/home/9722557,BRIGHT MLS,VAFX1141024,N,Y,38.8248732,-77.1516845
MLS Listing,,Condo/Co-op,4102 32nd Rd S Unit B2,Arlington,VA,22206,475000,3,2,FAIRLINGTON GREEN,1290,,1940,1,368,348,Active,,,http://www.redfin.com/VA/Arlington/4102-32nd-Rd-S-22206/unit-B2/home/11269712,BRIGHT MLS,VAAR166984,N,Y,38.8356193,-77.0856936
MLS Listing,,Townhouse,708 Fords Landing Way,Alexandria,VA,22314,1995000,4,4,FORDS LANDING,3192,1589,1998,1,625,287,Active,,,http://www.redfin.com/VA/Alexandria/708-Fords-Landing-Way-22314/home/11873104,BRIGHT MLS,VAAX246388,N,Y,38.7967365,-77.0404011
MLS Listing,,Single Family Residential,6812 Quander Rd,Alexandria,VA,22307,675000,4,3,BUCKNELL MANOR,1440,7312,1950,1,469,,Active,,,http://www.redfin.com/VA/Alexandria/6812-Quander-Rd-22307/home/9792477,BRIGHT MLS,VAFX1140698,N,Y,38.769393,-77.0670631
MLS Listing,,Townhouse,723 S Union St,Alexandria,VA,22314,1950000,3,4.5,BACKYARD BOATS,3425,1369,2002,1,569,225,Active,,,http://www.redfin.com/VA/Alexandria/723-S-Union-St-22314/home/11876331,BRIGHT MLS,VAAX249012,N,Y,38.7966641,-77.0420529
MLS Listing,,Condo/Co-op,3313 Wyndham Cir #2210,Alexandria,VA,22302,239900,1,1,POINTE AT PARK C,648,,1990,1,370,459,Active,,,http://www.redfin.com/VA/Alexandria/3313-Wyndham-Cir-22302/unit-2210/home/11876941,BRIGHT MLS,VAAX248976,N,Y,38.8351225,-77.1020737
MLS Listing,,Townhouse,1616 Boyle St,Alexandria,VA,22314,709000,3,2,BAGGETT TRACT,1351,2530,1948,1,525,,Active,,,http://www.redfin.com/VA/Alexandria/1616-Boyle-St-22314/home/11839491,BRIGHT MLS,VAAX248248,N,Y,38.8089122,-77.05666
MLS Listing,,Townhouse,7721 Sullivan Cir,Alexandria,VA,22315,589000,3,2.5,ISLAND CREEK SEC 4B,2100,1600,1998,1,280,99,Active,,,http://www.redfin.com/VA/Alexandria/7721-Sullivan-Cir-22315/home/9807765,BRIGHT MLS,VAFX1144940,N,Y,38.748346,-77.174866
MLS Listing,,Condo/Co-op,6301 Edsall Rd #503,Alexandria,VA,22312,299000,1,1,ISABELLA AT MONTICELLO M,759,,2012,1,394,415,Active,August-2-2020 01:00 PM,August-2-2020 03:00 PM,http://www.redfin.com/VA/Alexandria/6301-Edsall-Rd-22312/unit-503/home/50277745,BRIGHT MLS,VAFX1144900,N,Y,38.8005144,-77.144193
MLS Listing,,Townhouse,6622 Springirth Ter,Alexandria,VA,22315,629950,3,3.5,KINGSTOWNE SEC 45 SEC 47,2864,1968,2001,1,220,104,Active,August-2-2020 01:00 PM,August-2-2020 03:00 PM,http://www.redfin.com/VA/Alexandria/6622-Springirth-Ter-22315/home/9836021,BRIGHT MLS,VAFX1145026,N,Y,38.774886,-77.130262
MLS Listing,,Townhouse,7237 Parsons Ct,Alexandria,VA,22306,345000,2,1.5,WOODSTONE,942,1260,1987,1,366,73,Active,August-2-2020 12:00 PM,August-2-2020 02:00 PM,http://www.redfin.com/VA/Alexandria/7237-Parson-s-Ct-22306/home/9791319,BRIGHT MLS,VAFX1144992,N,Y,38.7620099,-77.0987449
MLS Listing,,Condo/Co-op,4551 Strutfield Ln #4319,Alexandria,VA,22311,279900,1,1,PALAZZO AT PARK CENTER,727,,2000,1,385,334,Active,August-2-2020 01:00 PM,August-2-2020 04:00 PM,http://www.redfin.com/VA/Alexandria/4551-Strutfield-Ln-22311/unit-4319/home/11877812,BRIGHT MLS,VAAX249090,N,Y,38.8358678,-77.1059374
MLS Listing,,Townhouse,222 Green St,Alexandria,VA,22314,875000,2,1.5,YATES GARDENS,1775,1602,1960,1,493,,Active,,,http://www.redfin.com/VA/Alexandria/222-Green-St-22314/home/11842256,BRIGHT MLS,VAAX249150,N,Y,38.795069,-77.044295
MLS Listing,,Condo/Co-op,287 S Pickett St #302,Alexandria,VA,22304,399900,2,2,HILLWOOD,1152,,1995,1,347,316,Active,,,http://www.redfin.com/VA/Alexandria/287-S-Pickett-St-22304/unit-302/home/11870537,BRIGHT MLS,VAAX248846,N,Y,38.8088232,-77.1251168
MLS Listing,,Condo/Co-op,4951 Brenman Park Dr #112,Alexandria,VA,22304,325000,1,1,MAIN STREET,869,,2002,1,374,400,Active,August-2-2020 01:00 PM,August-2-2020 03:00 PM,http://www.redfin.com/VA/Alexandria/4951-Brenman-Park-Dr-22304/unit-112/home/11876364,BRIGHT MLS,VAAX248204,N,Y,38.8098657,-77.1168471
MLS Listing,,Townhouse,218 Ellsworth St,Alexandria,VA,22314,620000,3,3.5,QUAKER HILL,1970,1613,1990,1,315,98,Active,,,http://www.redfin.com/VA/Alexandria/218-Ellsworth-St-22314/home/11870115,BRIGHT MLS,VAAX249128,N,Y,38.8103773,-77.0831688
MLS Listing,,Condo/Co-op,3600 S Glebe Rd Unit 823W,Arlington,VA,22202,589000,2,2,ECLIPSE ON CENTER PARK,1039,,2006,1,567,542,Active,,,http://www.redfin.com/VA/Arlington/3600-S-Glebe-Rd-22202/unit-823W/home/12042831,BRIGHT MLS,VAAR167012,N,Y,38.8421491,-77.0516341
MLS Listing,,Condo/Co-op,6301 Edsall Rd #109,Alexandria,VA,22312,399000,2,2,ISABELLA AT MONTICELLO M,1155,,2012,2,345,640,Active,August-2-2020 01:00 PM,August-2-2020 03:00 PM,http://www.redfin.com/VA/Alexandria/6301-Edsall-Rd-22312/unit-109/home/50265916,BRIGHT MLS,VAFX1144634,N,Y,38.8005144,-77.144193
MLS Listing,,Single Family Residential,5738 Cassel Glen Ct,Alexandria,VA,22310,1250000,5,4.5,CASSEL GLEN SUBDIVISON,5532,11254,2004,2,226,33,Active,,,http://www.redfin.com/VA/Alexandria/5738-Cassel-Glen-Ct-22310/home/17112064,BRIGHT MLS,VAFX1142536,N,Y,38.7953322,-77.1120879
MLS Listing,,Townhouse,3010 Heritage Springs Ct,Alexandria,VA,22306,399900,2,2.5,VILLAGE AT GUM SPRINGS P,1268,1216,1993,2,315,70,Active,August-2-2020 01:00 PM,August-2-2020 04:00 PM,http://www.redfin.com/VA/Alexandria/3010-Heritage-Springs-Ct-22306/home/9817519,BRIGHT MLS,VAFX1145090,N,Y,38.746201,-77.08289
MLS Listing,,Townhouse,3811 Eisenhower Ave,Alexandria,VA,22304,625000,4,3.5,TOWNES AT CAMERON PARKE,1885,1437,2000,2,332,116,Active,,,http://www.redfin.com/VA/Alexandria/3811-Eisenhower-Ave-22304/home/11872598,BRIGHT MLS,VAAX249042,N,Y,38.8039282,-77.0935998
MLS Listing,,Townhouse,5234 Maris Ave,Alexandria,VA,22304,389999,2,1.5,PARKSIDE AT ALEXANDRIA,1060,,1963,2,368,312,Active,,,http://www.redfin.com/VA/Alexandria/5234-Maris-Ave-22304/home/11879197,BRIGHT MLS,VAAX248998,N,Y,38.8277067,-77.1164996
MLS Listing,,Condo/Co-op,244 S Reynolds St #206,Alexandria,VA,22304,274900,1,1,REYNOLDS PROSPECT,1015,,1988,2,271,388,Active,,,http://www.redfin.com/VA/Alexandria/244-S-Reynolds-St-22304/unit-206/home/11869681,BRIGHT MLS,VAAX248970,N,Y,38.8088714,-77.1295458
MLS Listing,,Single Family Residential,1142 N Pegram St,Alexandria,VA,22304,915000,3,3,BROOKVILLE,2950,12165,1958,2,310,,Active,,,http://www.redfin.com/VA/Alexandria/1142-N-Pegram-St-22304/home/11854187,BRIGHT MLS,VAAX248952,N,Y,38.8225648,-77.1183811
MLS Listing,,Townhouse,1316 Prince St,Alexandria,VA,22314,1165000,3,2.5,OLD TOWN,2280,2264,1904,2,511,35,Active,,,http://www.redfin.com/VA/Alexandria/1316-Prince-St-22314/home/11859028,BRIGHT MLS,VAAX248924,N,Y,38.8046445,-77.054535
MLS Listing,,Condo/Co-op,6923 Mary Caroline Cir Unit K,Alexandria,VA,22310,320000,2,2,VICTORIA CROSSINGS AT MA,980,,1988,2,327,336,Active,,,http://www.redfin.com/VA/Alexandria/6923-Mary-Caroline-Cir-22310/unit-K/home/9783212,BRIGHT MLS,VAFX1143788,N,Y,38.767073,-77.1448489
MLS Listing,,Townhouse,6948 Banchory Ct,Alexandria,VA,22315,519900,3,3,KINGSTOWNE SEC 34D,1798,1705,1999,2,289,104,Active,August-2-2020 01:00 PM,August-2-2020 03:00 PM,http://www.redfin.com/VA/Alexandria/6948-Banchory-Ct-22315/home/9783440,BRIGHT MLS,VAFX1140536,N,Y,38.7663387,-77.1385845
MLS Listing,,Single Family Residential,5709 Clermont Dr,Alexandria,VA,22310,930000,5,3,HERBYS CLERMONT,2863,52272,1984,2,325,,Active,,,http://www.redfin.com/VA/Alexandria/5709-Clermont-Dr-22310/home/9755491,BRIGHT MLS,VAFX1140250,N,Y,38.7959731,-77.1100875
MLS Listing,,Single Family Residential,6547 Riefton Ct,Alexandria,VA,22310,620000,4,3,HAMPTON HEIGHTS,2220,4324,1972,2,279,,Active,August-2-2020 02:00 PM,August-2-2020 04:00 PM,http://www.redfin.com/VA/Alexandria/6547-Riefton-Ct-22310/home/9782680,BRIGHT MLS,VAFX1140216,N,Y,38.7746704,-77.1439538
MLS Listing,,Single Family Residential,4051 Fairfax Pkwy,Alexandria,VA,22312,699900,4,2.5,BARCROFT,2887,16146,1997,2,242,,Active,,,http://www.redfin.com/VA/Alexandria/4051-Fairfax-Pkwy-22312/home/9652853,BRIGHT MLS,VAFX1144932,N,Y,38.8370471,-77.1440898
MLS Listing,,Single Family Residential,5378 Chieftain Cir,Alexandria,VA,22312,725000,3,3.5,WINDY HILL AT LINCOLNIA,2722,3528,1999,2,266,117,Active,August-2-2020 01:00 PM,August-2-2020 04:00 PM,http://www.redfin.com/VA/Alexandria/5378-Chieftain-Cir-22312/home/9751533,BRIGHT MLS,VAFX1142538,N,Y,38.8054684,-77.1618849
MLS Listing,,Townhouse,6286 Shackelford Ter,Alexandria,VA,22312,592000,3,3.5,LANDMARK,1672,,2001,2,354,156,Active,,,http://www.redfin.com/VA/Alexandria/6286-Shackelford-Ter-22312/home/9835373,BRIGHT MLS,VAFX1136122,N,Y,38.820313,-77.143477
MLS Listing,,Condo/Co-op,2050 Jamieson Ave #1213,Alexandria,VA,22314,599900,2,2,THE JAMIESON,1068,,2008,2,562,595,Active,,,http://www.redfin.com/VA/Alexandria/2050-Jamieson-Ave-22314/unit-1213/home/28680739,BRIGHT MLS,VAAX249130,N,Y,38.803175,-77.0650186
MLS Listing,,Townhouse,517 E Custis Ave,Alexandria,VA,22301,650000,2,2,DEL RAY,1080,2350,1938,2,602,,Active,,,http://www.redfin.com/VA/Alexandria/517-E-Custis-Ave-22301/home/22669936,BRIGHT MLS,VAAX249118,N,Y,38.825791,-77.051231
MLS Listing,,Condo/Co-op,2804 S Columbus St Unit A2,Arlington,VA,22206,494000,2,2,FAIRLINGTON VILLAGE,1422,,1948,2,347,381,Active,,,http://www.redfin.com/VA/Arlington/2804-S-Columbus-St-22206/unit-A2/home/11861531,BRIGHT MLS,VAAX249038,N,Y,38.8397179,-77.1046468
MLS Listing,,Single Family Residential,1724 Stonebridge Rd,Alexandria,VA,22304,985000,5,3.5,KINGS HUNDRED,3456,11438,1977,2,285,,Active,,,http://www.redfin.com/VA/Alexandria/1724-Stonebridge-Rd-22304/home/11859216,BRIGHT MLS,VAAX249106,N,Y,38.8277161,-77.1064013
MLS Listing,,Townhouse,603 Lee St S,Alexandria,VA,22314,895000,2,2,OLD TOWN,1538,1358,1870,2,582,,Active,August-2-2020 02:00 PM,August-2-2020 04:00 PM,http://www.redfin.com/VA/Alexandria/603-S-Lee-St-22314/home/11842464,BRIGHT MLS,VAAX248518,N,Y,38.798588,-77.0428413
MLS Listing,,Single Family Residential,3507 Halcyon Dr,Alexandria,VA,22305,1225000,4,4,BEVERLY HILLS,2659,8820,1949,2,461,,Active,,,http://www.redfin.com/VA/Alexandria/3507-Halcyon-Dr-22305/home/11849333,BRIGHT MLS,VAAX249084,N,Y,38.8398211,-77.0703535
MLS Listing,,Condo/Co-op,200 N Pickett St #313,Alexandria,VA,22304,319900,2,2,HALLMARK,1161,,1975,2,276,600,Active,,,http://www.redfin.com/VA/Alexandria/200-N-Pickett-St-22304/unit-313/home/11859364,BRIGHT MLS,VAAX248960,N,Y,38.8141302,-77.1199544
MLS Listing,,Townhouse,1124 N Pitt St,Alexandria,VA,22314,775000,3,2,CANAL WAY,1540,812,1980,2,503,161,Active,,,http://www.redfin.com/VA/Alexandria/1124-N-Pitt-St-22314/home/11863840,BRIGHT MLS,VAAX248930,N,Y,38.816359,-77.042678
MLS Listing,,Townhouse,508 N Columbus St,Alexandria,VA,22314,1295000,3,3.5,CARRIAGE WORKS,2409,1763,1848,2,538,,Active,,,http://www.redfin.com/VA/Alexandria/508-N-Columbus-St-22314/home/11841086,BRIGHT MLS,VAAX248822,N,Y,38.810152,-77.047366
MLS Listing,,Townhouse,414 Gibbon St,Alexandria,VA,22314,899500,3,2.5,THOMAS SHELTON ESTATE,1728,1245,1890,2,521,,Active,August-2-2020 02:00 PM,August-2-2020 04:00 PM,http://www.redfin.com/VA/Alexandria/414-Gibbon-St-22314/home/11841262,BRIGHT MLS,VAAX248964,N,Y,38.798814,-77.045366
MLS Listing,,Townhouse,8211 La Faye Ct,Alexandria,VA,22306,499900,4,3.5,HUNTINGTON AT MOUNT VERN,1696,3277,1980,2,295,125,Active,,,http://www.redfin.com/VA/Alexandria/8211-La-Faye-Ct-22306/home/9819846,BRIGHT MLS,VAFX1141002,N,Y,38.7357591,-77.0793131
